"companyid","keydevid","transcriptid","headline","mostimportantdateutc","keydeveventtypename","companyname","speakertypename","componenttextpreview","word_count","componenttext"
3449701,599276401,1643286,"Wynn Resorts, Limited, Q4 2018 Earnings Call, Jan 30, 2019",2019-01-30,"Earnings Calls","Wynn Resorts, Limited","Operator","Welcome to the Wynn Resorts Fourth Quarter 2018 Earnings Call. [Operator Instructions] This call is being recorded. If you have any objections, you may disconnect at this time. I will now turn the line over to Greg Billings, Chief Financial Officer. Sir,",45,"Welcome to the Wynn Resorts Fourth Quarter 2018 Earnings Call. [Operator Instructions] This call is being recorded. If you have any objections, you may disconnect at this time. I will now turn the line over to Greg Billings, Chief Financial Officer. Sir, you may  begin."
3449701,599276401,1643286,"Wynn Resorts, Limited, Q4 2018 Earnings Call, Jan 30, 2019",2019-01-30,"Earnings Calls","Wynn Resorts, Limited","Executives","Thank you, operator, and good afternoon, everyone. With me today in Las Vegas are Matt Maddox, Marilyn Spiegel and Ian Coughlan. Also on the line are [indiscernible], Frederic Luvisutto and Bob DeSalvio. I want to remind you that we may make forward-looki",68,"Thank you, operator, and good afternoon, everyone. With me today in Las Vegas are Matt Maddox, Marilyn Spiegel and Ian Coughlan. Also on the line are [indiscernible], Frederic Luvisutto and Bob DeSalvio. I want to remind you that we may make forward-looking statements under Safe Harbor Federal Securities Laws, and those statements may or may not come true. I will now turn the call over to Matt Maddox."
3449701,599276401,1643286,"Wynn Resorts, Limited, Q4 2018 Earnings Call, Jan 30, 2019",2019-01-30,"Earnings Calls","Wynn Resorts, Limited","Executives","Thanks, Greg, and thank you everyone for joining us today on this conference call. Before we just skydive it did a few numbers, I like to make a few opening remarks.2018 was a year of transition for our company and that transition is now over. We have a",153,"Thanks, Greg, and thank you everyone for joining us today on this conference call. Before we just skydive it did a few numbers, I like to make a few opening remarks.
2018 was a year of transition for our company and that transition is now over. We have a fully reconstituted board [indiscernible] with [indiscernible] as the chair working very well with management. In North America, we've hired a number of key people. We hired a new Chief Marketing Officer that started about 2 months ago. We've hire a new head of human resources for all of North America. And within the last 30 days, we've hired Marilyn Spiegel, who is sitting beside me today as the new President of Wynn Las Vegas. I'd like to welcome Marilyn back because she did work with us for 3 years in this role, almost 10 years ago and I'm really excited to work with her."
3449701,599276401,1643286,"Wynn Resorts, Limited, Q4 2018 Earnings Call, Jan 30, 2019",2019-01-30,"Earnings Calls","Wynn Resorts, Limited","Executives","Thanks, Matt.",2,"Thanks, Matt."
3449701,599276401,1643286,"Wynn Resorts, Limited, Q4 2018 Earnings Call, Jan 30, 2019",2019-01-30,"Earnings Calls","Wynn Resorts, Limited","Executives","So now that we have our board in place, our team in place in North America and we're continuing to grow our team in Boston and what I believe to be the best team in Macau, running Wynn Macau and Wynn Palace in place, we're ready to execute our strategy an",1130,"So now that we have our board in place, our team in place in North America and we're continuing to grow our team in Boston and what I believe to be the best team in Macau, running Wynn Macau and Wynn Palace in place, we're ready to execute our strategy and our strategy is growth. I believe that we have the best and most robust growth pipeline in our industry.
As an example, 5 months from now, we're going to be opening the very first large-scale integrated resort in a Tier 1 city, Encore Boston Harbor. The Boston Metroplex. It's 20 million tourists a year, 2 million of those are international, and we have a $2.6 billion property that we're going to be opening right in the heart of the Boston Metroplex and we'll be all alone. We're really excited about that opportunity. It provides a step change in EBITDA for our company and that's in 5 months. 
Looking here in Las Vegas. Las Vegas is now a marketer's market. You can see by the overall growth rate here on The Strip that it's pretty much in line with the economy. And so we know that we have to take share. And right now, in Las Vegas, we have a 400,000 square-foot convention facility, state of the art, under construction. It's going to open in 13 months. We know that, that's going to add 4 to 6 points of additional occupancy and a strong rate to our property in 2020 and everybody on this call knows when you get additional occupancy with a strong rate, that's straight flow through. We've also redesigned with [ Tom Bosio ] our Gulf course and it will be opening around the same time. And not only does that golf course make money on its own, but we've underestimated the impact that it has on our domestic casino business, allowing our host and our team to run special events, to run programs that will continue to enhance our casino play.
We have 3 new restaurant concepts under way here in Las Vegas that we're going to be rolling out in 2019, because our customers expect us to continue to innovate, and that's what we're doing. So we feel very good about the position -- the long-term position of our property and the ways that we're investing here in Las Vegas.
Turning to Macau. If you look at our downtown property, Wynn Macau, which has always been an outlier in terms of its performance relative to its size, we realized in the early 2018, in the first and second quarter, that Wynn Macau is doing very well, but it was making a disproportionate share of its money from second-tier junket operators. And that's not the place where we wanted to invest for the long term. We've been to that movie, we know how it ends, that is too volatile. So we began redesigning Wynn Macau, the entire original casino, and also remodeling some of the nicest suites in Macau, the Encore Tower Suites.
And we started that construction in July. And in the fourth quarter of this year, we'll be relaunching an entirely new premium mass casino experience that's open to the water, 3 new restaurants, 10,000 square feet of additional retail and a new hotel tower that wasn't just a soft refurb of the Encore tower, but it's completely redone like it's new property. 
We'll be effectively launching a new property at the end of this year for Wynn Macau that's focused squarely on the business that we believe in for the long term, and that's the Premium Mass segment. 
Moving to Wynn Palace. Wynn Palace continues to position itself as the premier property in Cotai. Ian and Linda and the team have been opening a new food and beverage outlet almost every quarter in the last 4 quarters and Ian has another one coming up in the next 6 weeks I like him to talk about, which is really exciting. And so what we see at Wynn Palace is as it continues to get into its rhythm, it's a place where the premium players like to stay and like to play.
Now what we know is we don't have enough hotel rooms. It's 1,700 hotel rooms. So we are actively designing what I think will be the top tourist destination in Macau with the Crystal Pavilion, something that I've spoken with a couple of times on these calls, along with a phase I hotel tower of 670 rooms and a phase 2 hotel tower that's roughly the same size.
So our growth pipeline is quite impressive if we just take a look at where we are right now and where we are going to be in the next 12, 24 and 36 months.
Turning to the fourth quarter results. In Macau, we generated $394 million of EBITDA. It was above our range that we gave in the third quarter. I would like to point out that we've spent the vast majority of October and November inside the range that we provided in the third quarter. And the inherent volatility of Macau makes predicting the market revenues, given everything that's going on with the head -- the global headwinds, potentially slowing global growth, things that companies now all over the world are talking about, not just us, does it make it more difficult. As an example, Wynn Palace in October and November revenues were down slightly to fourth quarter 2014, October and November. But in December, they increased 50%. On the VIP side, that was mainly hold, but on the mass side, it was up 40% in mass play in December. Clearly, that's not a number that we would extrapolate. It's not something that we would say is a trend, but what it shows is the inherent volatility in Macau exist. There are peaks and there are valleys. But the way that we positioned our properties, we will be there to capture the premium customers when they come to town. 
Looking at Las Vegas. We made about $105 million of EBITDA this quarter. In the third quarter, we had a setback in our baccarat volumes. We had lost some market share, but we recovered. We've made a few changes in the marketing and the way that we're looking with our mission. We recovered in the fourth quarter and I feel good about Las Vegas considering everything that we have going on here that I mentioned earlier in the call, with the convention center, the Gulf course, the restaurants, Maryland stewardship driving this property every day. I think that the Las Vegas best days are yet to come. And with that, I'm going to turn over to Craig for a little more detail in the quarter."
3449701,599276401,1643286,"Wynn Resorts, Limited, Q4 2018 Earnings Call, Jan 30, 2019",2019-01-30,"Earnings Calls","Wynn Resorts, Limited","Executives","Thanks, Matt. As noted in our release, our Macau operations delivered $394.1 million of adjusted property EBITDA on $1.294 billion of operating revenues. After experiencing a normalized average of $3.6 million a day from October 8, the day after Golden we",467,"Thanks, Matt. As noted in our release, our Macau operations delivered $394.1 million of adjusted property EBITDA on $1.294 billion of operating revenues. After experiencing a normalized average of $3.6 million a day from October 8, the day after Golden week through November 30, results improved in December on the back of increased VIP turnover in Wynn Macau and higher mass win at Wynn Palace. Overall, for the quarter, combined property mass table win was a particular standout, increasing almost 14% year-over-year. Comparable to Q3, over 70% of our departmental EBITDA in the quarter was generated in mass tables, slots and nongaming. Our results in Macau were positively impacted by VIP holds, increasing EBITDA from our Macau operations by almost $15 million from a normalized level. Bad debt expense in Macau was $3 million in the quarter compared to a $1 million credit in the prior year quarter.
Our Las Vegas operations delivered $105.2 million of adjusted property EBITDA in the quarter on net revenues of $393.6 million, driven by growth in table drops, slot volumes and RevPAR. Table volumes were strong, but hold was low, negatively impacting EBITDA by about $5 million. RevPAR in the quarter was also strong, bolstered by a healthy group calendar and more high ADR casino room nights. RevPAR was also aided by relatively easy comps, given the tragic events of October 2017.
Bad debt expense in Las Vegas was $1 million compared to a $1.1 million credit in the prior year quarter. Compared to the prior year quarter, EBITDA margin in Las Vegas was negatively impacted by low hold and the year-over-year swing in bad debt. We spent $52.4 million in CapEx on the additional group space at Wynn Las Vegas, taking our spend to date to $124.3 million.
In Boston, we incurred $197.3 million in total project cost during the quarter, taking the total spend to date to $2 billion. The property remains on track to open in June of 2019, as Matt mentioned.
We ended the quarter with total debt of $9.4  billion in total cash and investments of $2.2 billion, including $1.2 billion in Wynn Macau. In December, we completed the amendment an extension of our Macau credit facility, both reducing amortization payments and extending the maturity of the facility.
During the quarter, we returned approximately $237 million to shareholders through the payment of our recurring quarterly dividend and the repurchase of $156.7 million of stock. We repurchased just under 1.5 million shares at an average price of just under $106 per share and our quarterly dividend for the final quarter of 2018 is $0.75 per share, returning over $80 million to shareholders.
Consistent with our sharp focus on capital returns, we will consider adjustments to our dividend in due course. With that, we'll now move to Q&A."
3449701,599276401,1643286,"Wynn Resorts, Limited, Q4 2018 Earnings Call, Jan 30, 2019",2019-01-30,"Earnings Calls","Wynn Resorts, Limited","Operator","[Operator Instructions] Our first question comes from Carlo Santarelli with Deutsche Bank.",12,"[Operator Instructions] Our first question comes from Carlo Santarelli with Deutsche Bank."
3449701,599276401,1643286,"Wynn Resorts, Limited, Q4 2018 Earnings Call, Jan 30, 2019",2019-01-30,"Earnings Calls","Wynn Resorts, Limited","Analysts","Matt, you talked a little bit about, obviously, the volatility within the fourth quarter and that you experienced and the $3.3 million to $3.7 million per day range in Macau that you'd referenced on the 3Q call. In light of the quarter and the overall, I",88,"Matt, you talked a little bit about, obviously, the volatility within the fourth quarter and that you experienced and the $3.3 million to $3.7 million per day range in Macau that you'd referenced on the 3Q call. In light of the quarter and the overall, I would say challenging Mainland China macro backdrop along with some of the company-specific constituents, not necessarily providing rosy outlook for their China-based business, how does all this stuff kind of aggregate for you guys in your outlook around the market moving forward?"
3449701,599276401,1643286,"Wynn Resorts, Limited, Q4 2018 Earnings Call, Jan 30, 2019",2019-01-30,"Earnings Calls","Wynn Resorts, Limited","Executives","So we remain watching the situation with caution, but I think as all companies around the world are doing, global growth is uncertain and where the trade wars end up  is also uncertain. We continue to experience peaks and valleys in Macau, but as you can",117,"So we remain watching the situation with caution, but I think as all companies around the world are doing, global growth is uncertain and where the trade wars end up  is also uncertain. We continue to experience peaks and valleys in Macau, but as you can see from this quarter, we, being at the premium end of the market, we can control what we can control. We can't control the [indiscernible] of the market. So I feel really good about where Wynn Palace and Wynn Macau are positioned in the market, but we are still waiting to see, I think, like the rest of the world, what the market and how the growth will play out globally."
3449701,599276401,1643286,"Wynn Resorts, Limited, Q4 2018 Earnings Call, Jan 30, 2019",2019-01-30,"Earnings Calls","Wynn Resorts, Limited","Analysts","Great. And Craig, maybe this one's best for you if I could follow up. Obviously, you talked a little bit about the buyback and clearly seeing equity levels as being attractive. Could you just talk a bit kind of the guardrails going forward in terms of wha",81,"Great. And Craig, maybe this one's best for you if I could follow up. Obviously, you talked a little bit about the buyback and clearly seeing equity levels as being attractive. Could you just talk a bit kind of the guardrails going forward in terms of what you're able to do from the buyback perspective given some of the ownership thresholds, et cetera, as well as kind of how you're thinking about capital returns in the future between dividends and buybacks?"
